item_payload
{"name":"Heavy Item 1","sku":"HEAVY-5KB-1","description":"This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. ","price":99.99,"stock":100,"category":"http://localhost:8083/categories/2"}
{"name":"Heavy Item 2","sku":"HEAVY-5KB-2","description":"This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. ","price":99.99,"stock":100,"category":"http://localhost:8083/categories/3"}
{"name":"Heavy Item 3","sku":"HEAVY-5KB-3","description":"This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. ","price":99.99,"stock":100,"category":"http://localhost:8083/categories/4"}
{"name":"Heavy Item 4","sku":"HEAVY-5KB-4","description":"This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. ","price":99.99,"stock":100,"category":"http://localhost:8083/categories/5"}
{"name":"Heavy Item 5","sku":"HEAVY-5KB-5","description":"This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. ","price":99.99,"stock":100,"category":"http://localhost:8083/categories/6"}
{"name":"Heavy Item 6","sku":"HEAVY-5KB-6","description":"This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. ","price":99.99,"stock":100,"category":"http://localhost:8083/categories/7"}
{"name":"Heavy Item 7","sku":"HEAVY-5KB-7","description":"This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. ","price":99.99,"stock":100,"category":"http://localhost:8083/categories/8"}
{"name":"Heavy Item 8","sku":"HEAVY-5KB-8","description":"This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. ","price":99.99,"stock":100,"category":"http://localhost:8083/categories/9"}
{"name":"Heavy Item 9","sku":"HEAVY-5KB-9","description":"This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. This is a very long description field designed to increase the JSON payload size to approximately 5 kilobytes for performance testing purposes under heavy load conditions with lots of additional text content to simulate real-world scenarios where items might have detailed product descriptions, specifications, features, benefits, usage instructions, warranty information, and other relevant details that customers would need to know before making a purchase decision in an e-commerce platform. ","price":99.99,"stock":100,"category":"http://localhost:8083/categories/10"}
