item_payload
{"sku":"HEAVY-1762984284112-1","name":"Heavy Load Test Item 1 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":2}}
{"sku":"HEAVY-1762984284119-2","name":"Heavy Load Test Item 2 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":3}}
{"sku":"HEAVY-1762984284136-3","name":"Heavy Load Test Item 3 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":4}}
{"sku":"HEAVY-1762984284148-4","name":"Heavy Load Test Item 4 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":5}}
{"sku":"HEAVY-1762984284166-5","name":"Heavy Load Test Item 5 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":6}}
{"sku":"HEAVY-1762984284179-6","name":"Heavy Load Test Item 6 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":7}}
{"sku":"HEAVY-1762984284195-7","name":"Heavy Load Test Item 7 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":8}}
{"sku":"HEAVY-1762984284213-8","name":"Heavy Load Test Item 8 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":9}}
{"sku":"HEAVY-1762984284229-9","name":"Heavy Load Test Item 9 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":10}}
{"sku":"HEAVY-1762984284244-10","name":"Heavy Load Test Item 10 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":11}}
{"sku":"HEAVY-1762984284258-11","name":"Heavy Load Test Item 11 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":12}}
{"sku":"HEAVY-1762984284274-12","name":"Heavy Load Test Item 12 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":13}}
{"sku":"HEAVY-1762984284289-13","name":"Heavy Load Test Item 13 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":14}}
{"sku":"HEAVY-1762984284306-14","name":"Heavy Load Test Item 14 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":15}}
{"sku":"HEAVY-1762984284322-15","name":"Heavy Load Test Item 15 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":16}}
{"sku":"HEAVY-1762984284337-16","name":"Heavy Load Test Item 16 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":17}}
{"sku":"HEAVY-1762984284353-17","name":"Heavy Load Test Item 17 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":18}}
{"sku":"HEAVY-1762984284370-18","name":"Heavy Load Test Item 18 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":19}}
{"sku":"HEAVY-1762984284383-19","name":"Heavy Load Test Item 19 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":20}}
{"sku":"HEAVY-1762984284399-20","name":"Heavy Load Test Item 20 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":21}}
{"sku":"HEAVY-1762984284415-21","name":"Heavy Load Test Item 21 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":22}}
{"sku":"HEAVY-1762984284432-22","name":"Heavy Load Test Item 22 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":23}}
{"sku":"HEAVY-1762984284447-23","name":"Heavy Load Test Item 23 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":24}}
{"sku":"HEAVY-1762984284463-24","name":"Heavy Load Test Item 24 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":25}}
{"sku":"HEAVY-1762984284477-25","name":"Heavy Load Test Item 25 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":26}}
{"sku":"HEAVY-1762984284492-26","name":"Heavy Load Test Item 26 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":27}}
{"sku":"HEAVY-1762984284509-27","name":"Heavy Load Test Item 27 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":28}}
{"sku":"HEAVY-1762984284525-28","name":"Heavy Load Test Item 28 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":29}}
{"sku":"HEAVY-1762984284541-29","name":"Heavy Load Test Item 29 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":30}}
{"sku":"HEAVY-1762984284555-30","name":"Heavy Load Test Item 30 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":31}}
{"sku":"HEAVY-1762984284571-31","name":"Heavy Load Test Item 31 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":32}}
{"sku":"HEAVY-1762984284586-32","name":"Heavy Load Test Item 32 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":33}}
{"sku":"HEAVY-1762984284602-33","name":"Heavy Load Test Item 33 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":34}}
{"sku":"HEAVY-1762984284619-34","name":"Heavy Load Test Item 34 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":35}}
{"sku":"HEAVY-1762984284633-35","name":"Heavy Load Test Item 35 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":36}}
{"sku":"HEAVY-1762984284648-36","name":"Heavy Load Test Item 36 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":37}}
{"sku":"HEAVY-1762984284665-37","name":"Heavy Load Test Item 37 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":38}}
{"sku":"HEAVY-1762984284681-38","name":"Heavy Load Test Item 38 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":39}}
{"sku":"HEAVY-1762984284699-39","name":"Heavy Load Test Item 39 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":40}}
{"sku":"HEAVY-1762984284715-40","name":"Heavy Load Test Item 40 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":41}}
{"sku":"HEAVY-1762984284761-41","name":"Heavy Load Test Item 41 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":42}}
{"sku":"HEAVY-1762984284774-42","name":"Heavy Load Test Item 42 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":43}}
{"sku":"HEAVY-1762984284791-43","name":"Heavy Load Test Item 43 with an extremely long name designed to significantly increase payload size for performance testing under high load conditions","price":99.99,"stock":100,"category":{"id":44}}
